median_income,percent_college,percent_lunch,percent_married,rate_unemployment,school_level,school_type,state,year,zip_code,average_act
33378.0,0.568516421291053,0.374074074074074,0.442882249560633,0.0676020408163265,High,Regular School,MO,2016-2017,63555,20.2
42524.0,0.597843665768194,0.747844827586207,0.667617689015692,0.0468549422336329,High,Regular School,OH,2016-2017,43229,17.0
43477.0,0.289855072463768,0.859150102810144,0.356401384083045,0.115942028985507,High,Regular School,IL,2016-2017,60632,17.8
31009.0,0.366770079283006,0.644991212653779,0.659109991603694,0.0963529941467807,High,Regular School,TN,2016-2017,37367,19.2
53433.0,0.595789473684211,0.219101123595506,0.7997557997558,0.0698638247483718,High,Regular School,WI,2016-2017,54945,22.5
71209.0,0.48405896468975,0.313131313131313,0.785759694850604,0.0585125132181882,High,Regular School,TX,2016-2017,75048,21.1050061050061
53375.0,0.486986986986987,0.326347305389222,0.797860962566845,0.0663589151759954,High,Regular School,MO,2016-2017,65032,20.4
47942.0,0.553203997648442,0.0,0.576576576576577,0.0985352862849534,High,Regular School,OH,2016-2017,44437,21.0
27500.0,0.581137309292649,0.912343470483005,0.40495867768595,0.0358208955223881,High,Regular School,TN,2016-2017,37408,14.3
50020.0,0.439583333333333,0.369047619047619,0.475051975051975,0.0823327615780446,High,Regular School,WI,2016-2017,53964,20.6
44506.0,0.398732794406817,0.758817921830315,0.859649122807018,0.0438950554994955,High,Regular School,NJ,2016-2017,8701,15.0732600732601
49306.0,0.673007896625987,0.259938837920489,0.731640979147779,0.117722056948576,High,Regular School,MI,2016-2017,48433,20.2
29509.0,0.433435181143605,0.71812865497076,0.366079703429101,0.113963681903569,High,Regular School,GA,2016-2017,31082,17.1489621489621
62590.0,0.633132338940019,0.341158059467919,0.620616814533164,0.120322580645161,High,Regular School,WA,2016-2017,98674,19.6642246642247
43906.0,0.484927234927235,0.444444444444444,0.715860899067006,0.100124378109453,High,Regular School,TX,2016-2017,75644,20.1526251526252
28681.0,0.700718276137271,0.53416149068323,0.28416149068323,0.0814040328603435,High,Regular School,MI,2016-2017,48197,16.1
26862.0,0.702983725135624,0.954954954954955,0.423645320197044,0.0926856504745952,High,Regular School,IL,2016-2017,60640,16.9
54613.0,0.417004913480026,0.420833333333333,0.776,0.150665399239544,High,Regular School,MO,2016-2017,63389,20.3
31250.0,0.494067796610169,0.470923603192702,0.41981981981982,0.0995121951219512,High,Regular School,TN,2016-2017,38478,18.3
31011.0,0.321288295365279,0.371104815864023,0.443447037701975,0.179587831207066,High,Regular School,NC,2016-2017,28602,22.008547008547
78261.0,0.637907041469524,0.215811965811966,0.702363367799114,0.0375375375375375,High,Regular School,MA,2016-2017,1033,22.6923076923077
52585.0,0.463283828382838,0.592261904761905,0.761441090555015,0.096665055582407,High,Regular School,OH,2016-2017,43162,20.0
43403.0,0.405636208368915,0.255102040816327,0.745762711864407,0.0433539780848023,High,Regular School,PA,2016-2017,15530,20.5921855921856
40489.0,0.564974010395842,0.572815533980582,0.452427184466019,0.128571428571429,High,Regular School,IN,2016-2017,46013,19.8400488400488
40526.0,0.506685432793807,0.770025839793282,0.219435736677116,0.128813559322034,High,Regular School,NY,2016-2017,11233,16.1965811965812
39855.0,0.98694942903752,0.306633906633907,0.92,0.0251428571428571,High,Regular School,WI,2016-2017,53726,24.7
73750.0,0.60539629005059,0.810344827586207,0.532258064516129,0.132166566083283,High,Regular School,NY,2016-2017,11236,15.7814407814408
22839.0,0.408415841584158,0.844349680170576,0.343321917808219,0.159695817490494,High,Regular School,NY,2016-2017,10456,16.3675213675214
55500.0,0.601645123384254,0.778285714285714,0.524017467248908,0.173857868020305,High,Regular School,FL,2016-2017,33974,16.7826617826618
28661.0,0.285309278350515,0.54140127388535,0.642982456140351,0.0975536992840095,High,Regular School,FL,2016-2017,33030,18.1501831501831
118005.0,0.871428571428571,0.0229885057471264,0.862507571168988,0.0557664233576642,High,Regular School,MA,2016-2017,1450,24.3772893772894
36612.0,0.483623989791578,0.407643312101911,0.683544303797468,0.0909090909090909,High,Regular School,NC,2016-2017,27011,19.4932844932845
77351.0,0.858267716535433,0.0820668693009119,0.919434628975265,0.0660929432013769,High,Regular School,MI,2016-2017,48306,23.8
20233.0,0.315604085945756,0.833827893175074,0.24574780058651,0.206526598122485,High,Regular School,NY,2016-2017,10451,15.5372405372405
81471.0,0.857491289198606,0.338012958963283,0.837252475247525,0.0458498023715415,High,Regular School,TX,2016-2017,78253,20.982905982906
151250.0,0.767918088737201,0.117299578059072,0.963800904977376,0.0733082706766917,High,Regular School,FL,2016-2017,33547,22.2771672771673
50987.0,0.43497199751089,0.259319286871961,0.778267254038179,0.061101243339254,High,Regular School,PA,2016-2017,15323,21.1294261294261
33846.0,0.433414043583535,0.452449567723343,0.457888493475682,0.159977064220183,High,Regular School,GA,2016-2017,30817,18.980463980464
45663.0,0.66045428072219,0.436708860759494,0.883243243243243,0.0682957393483709,High,Regular School,MI,2016-2017,49922,22.1
50189.0,0.375653082549634,0.393199651264167,0.776086956521739,0.110970996216898,High,Regular School,LA,2016-2017,70345,20.2
55513.0,0.691331575477917,0.386286681715576,0.694674965421853,0.053877139979859,High,Regular School,TX,2016-2017,77095,21.5445665445665
23594.0,0.452399086062452,0.74559686888454,0.214030915576694,0.382601351351351,High,Regular School,MI,2016-2017,48234,13.4
31685.0,0.444376528117359,0.808035714285714,0.913687436159346,0.0543024227234754,High,Regular School,NY,2016-2017,11211,14.6092796092796
48242.0,0.551485148514852,0.387453874538745,0.649440137812231,0.0871385083713851,High,Regular School,WI,2016-2017,54810,20.9
69179.0,0.629342723004695,0.0937618147448015,0.811419591409115,0.0694372741352607,High,Regular School,PA,2016-2017,17050,23.986568986569
50447.0,0.523651145602365,0.473509933774834,0.791360294117647,0.0923404255319149,High,Regular School,MI,2016-2017,49021,17.7
43377.0,0.550957381099444,0.418131359851989,0.352777777777778,0.135474860335196,High,Regular School,IL,2016-2017,61611,18.7
72083.0,0.768295976235485,0.253731343283582,0.620642515379357,0.0917861080485116,High,Regular School,TX,2016-2017,77079,23.2783882783883
47195.0,0.528215411057004,0.41834451901566,0.465826144658261,0.103717472118959,High,Regular School,MI,2016-2017,49046,18.8
67981.0,0.622750838670326,0.193460490463215,0.766447368421053,0.12279488066413,High,Regular School,IL,2016-2017,60401,21.5
81163.0,0.852884615384615,0.0762812872467223,0.899888765294772,0.047244094488189,High,Regular School,WA,2016-2017,98006,25.964590964591
43438.0,0.479126024190402,0.386861313868613,0.846805234795997,0.117021276595745,High,Regular School,TX,2016-2017,75756,20.1526251526252
46103.0,0.57122641509434,0.246696035242291,0.718879668049793,0.0553814002089864,High,Regular School,IL,2016-2017,62351,19.4
20906.0,0.428969359331476,0.752916224814422,0.314516129032258,0.249692496924969,High,Regular School,LA,2016-2017,70119,18.8
47257.0,0.53356890459364,0.571761416589003,0.496863237139272,0.170460855080511,High,Regular School,WA,2016-2017,98204,21.1294261294261
51806.0,0.614035087719298,0.336658354114713,0.711379050489827,0.0684636118598383,High,Regular School,MO,2016-2017,63048,21.4
31250.0,0.451289398280802,0.350230414746544,0.664814814814815,0.169425511197663,High,Regular School,MO,2016-2017,65767,21.8
72083.0,0.859495060373216,0.0627687016337059,0.772408963585434,0.0555767034640274,High,Regular School,MI,2016-2017,48130,23.3
44617.0,0.388489208633094,0.325352112676056,0.674140508221226,0.0888888888888889,High,Regular School,IN,2016-2017,47963,20.3211233211233
110121.0,0.724364017833727,0.051413881748072,0.808193668528864,0.0809917355371901,High,Regular School,MA,2016-2017,2339,22.2039072039072
55663.0,0.570098430433626,0.238636363636364,0.685258964143426,0.048352325223283,High,Regular School,MO,2016-2017,64465,21.8
86974.0,0.762971698113208,0.156156156156156,0.880462724935733,0.0802387267904509,High,Regular School,WA,2016-2017,99030,22.008547008547
78293.0,0.848837209302326,0.104185218165628,0.814754098360656,0.138059701492537,High,Regular School,NJ,2016-2017,8816,24.1330891330891
25566.0,0.374473462510531,0.773967264224474,0.394842868654311,0.140421263791374,High,Regular School,TX,2016-2017,78204,17.5396825396825
25180.0,0.513429106808245,0.509234828496042,0.544401544401544,0.160152931180969,High,Regular School,NC,2016-2017,28320,17.1489621489621
68802.0,0.487810235009884,0.356459330143541,0.69622475856014,0.0410858400586941,High,Regular School,LA,2016-2017,70037,20.6
44231.0,0.558779201205727,0.445615982241953,0.475319926873857,0.126320624712908,High,Regular School,FL,2016-2017,32025,21.4468864468864
49086.0,0.551120663186982,0.373493975903614,0.596461668070767,0.0826674861708666,High,Regular School,KY,2016-2017,40601,20.1
67369.0,0.844934917940011,0.727272727272727,0.958791208791209,0.100479424690372,High,Regular School,NY,2016-2017,10019,17.979242979243
34020.0,0.476753349093775,0.426850258175559,0.522270114942529,0.16532618409294,High,Regular School,TX,2016-2017,75551,23.7912087912088
53641.0,0.473597359735974,0.694196428571429,0.821428571428571,0.126859142607174,High,Regular School,TN,2016-2017,38068,16.6
42637.0,0.385377942998761,0.384259259259259,0.758928571428571,0.083780880773362,High,Regular School,GA,2016-2017,30752,20.5189255189255
55221.0,0.56551724137931,0.363047001620746,0.731578947368421,0.199762187871581,High,Regular School,FL,2016-2017,32656,21.4224664224664
41806.0,0.484962406015038,0.328843995510662,0.806754221388368,0.09688013136289,High,Regular School,NC,2016-2017,27018,21.959706959707
136313.0,0.910335689045936,0.0611650485436893,0.928614277144571,0.0473007712082262,High,Regular School,KY,2016-2017,40026,22.9
33449.0,0.120884773662551,0.951573849878935,0.687414500683995,0.210234278668311,High,Regular School,IL,2016-2017,60623,18.1
52303.0,0.581395348837209,0.257692307692308,0.720288115246098,0.0799347471451876,High,Regular School,IL,2016-2017,61048,21.1
56002.0,0.595318860244233,0.451597051597052,0.81653042688465,0.128387096774194,High,Regular School,IN,2016-2017,46902,19.974358974359
55728.0,0.680165894120517,0.345533915379449,0.720038816108685,0.10305541170378,High,Regular School,FL,2016-2017,32246,20.4700854700855
76214.0,0.542515811665495,0.612299465240642,0.620944792259533,0.0551570615879298,High,Regular School,NJ,2016-2017,7063,18.5409035409035
43534.0,0.417366946778712,0.561467889908257,0.646153846153846,0.111661413777578,High,Regular School,GA,2016-2017,31321,19.0781440781441
37340.0,0.511591962905719,0.285057471264368,0.575037147102526,0.115541090317331,High,Regular School,OH,2016-2017,43718,21.0
47000.0,0.578281726995203,0.23086269744836,0.799834574028122,0.0905153746210481,High,Regular School,MI,2016-2017,49080,20.7
55876.0,0.723258706467662,0.1201248049922,0.664244186046512,0.0537098560354374,High,Regular School,TX,2016-2017,75034,23.009768009768
94439.0,0.755433119069483,0.505472233481962,0.817027632561613,0.0241702741702742,High,Regular School,FL,2016-2017,33176,19.5909645909646
50149.0,0.689176090468498,0.267492711370262,0.674306393244873,0.0478260869565217,High,Regular School,OH,2016-2017,44512,22.0
74471.0,0.791384317521781,0.359148112294289,0.73738680465718,0.081447963800905,High,Regular School,NC,2016-2017,28105,22.0573870573871
80611.0,0.77759183998725,0.118136439267887,0.751690370715785,0.0413659566977645,High,Regular School,TN,2016-2017,37174,22.3
97578.0,0.918702290076336,0.0596718050721034,0.790446841294299,0.0642458100558659,High,Regular School,MI,2016-2017,48375,24.3
61831.0,0.610169491525424,0.256892230576441,0.802197802197802,0.0762506070908208,High,Regular School,PA,2016-2017,15037,20.5189255189255
39937.0,0.566472002748197,0.291479820627803,0.581622678396872,0.0834697217675941,High,Regular School,WI,2016-2017,54521,23.4
40226.0,0.501563197856186,0.984542211652794,0.310032894736842,0.0724220623501199,High,Regular School,GA,2016-2017,31907,17.2710622710623
34639.0,0.491407678244973,0.553133514986376,0.55011655011655,0.0875512995896033,High,Regular School,TN,2016-2017,37380,19.2
50556.0,0.670816044260028,0.626293995859213,0.751728907330567,0.0899198167239404,High,Regular School,WA,2016-2017,98405,19.1514041514042
68828.0,0.610909090909091,0.467025572005384,0.663216560509554,0.0528767123287671,High,Regular School,TX,2016-2017,76036,18.6630036630037
42417.0,0.658259149357072,0.452153110047847,0.716335540838852,0.0745216515609265,High,Regular School,TN,2016-2017,38201,20.1
27411.0,0.356371490280778,0.77319587628866,0.328930549637836,0.156721536351166,High,Regular School,LA,2016-2017,70815,15.7
14518.0,0.649669499527856,0.319402985074627,0.297101449275362,0.0992584141471763,High,Regular School,MO,2016-2017,63108,26.3
54077.0,0.73175890024674,0.277605779153767,0.843896713615023,0.072463768115942,High,Regular School,MA,2016-2017,2664,20.5433455433455
21141.0,0.360914900773629,0.71304347826087,0.346069066862601,0.190323870451819,High,Regular School,MA,2016-2017,1610,19.2490842490842
59494.0,0.566949152542373,0.349081364829396,0.626558603491272,0.0832592592592593,High,Regular School,PA,2016-2017,19076,19.8840048840049
27604.0,0.401037805782061,0.434876676763306,0.0755336617405583,0.198585418933623,High,Regular School,PA,2016-2017,19141,24.7191697191697
34399.0,0.466836734693878,0.69,0.675369886858137,0.0826061663757999,High,Regular School,OH,2016-2017,45732,19.0
28781.0,0.440865163368615,0.356353591160221,0.631321370309951,0.0364886303543099,High,Regular School,MO,2016-2017,63334,22.4
64335.0,0.655829596412556,0.21280276816609,0.748732802317161,0.0487619047619048,High,Regular School,IL,2016-2017,61084,20.3
72266.0,0.677846425419241,0.542397660818713,0.580813953488372,0.115044247787611,High,Regular School,NC,2016-2017,27712,18.9316239316239
46553.0,0.503194888178914,0.339222614840989,0.602722772277228,0.0684977958630044,High,Regular School,MO,2016-2017,64037,21.5
43641.0,0.3456749672346,0.613526570048309,0.606837606837607,0.0733282674772037,High,Regular School,MO,2016-2017,63125,19.7
43919.0,0.579460847240051,0.39907192575406,0.746905089408528,0.0384995064165844,High,Regular School,TN,2016-2017,37659,19.6
37704.0,0.543215405284371,0.674418604651163,0.48819255222525,0.148022980736735,High,Regular School,GA,2016-2017,31635,17.8083028083028
25542.0,0.427350427350427,0.721266968325792,0.209876543209877,0.1463133640553,High,Regular School,IL,2016-2017,60624,20.9
45733.0,0.793430335097002,0.850357839947951,0.489558232931727,0.13831915957979,High,Regular School,GA,2016-2017,30349,16.5873015873016
46731.0,0.508434864104967,0.711175616835994,0.878475798146241,0.185530921820303,High,Regular School,NY,2016-2017,11366,18.5653235653236
46787.0,0.571206628689798,0.370009737098345,0.640479360852197,0.0196198651134273,High,Regular School,PA,2016-2017,17201,20.7142857142857
44583.0,0.518046709129512,0.31266846361186,0.564144736842105,0.0400981996726678,High,Regular School,PA,2016-2017,15627,20.2258852258852
37726.0,0.502359145156814,0.237974683544304,0.671889400921659,0.0731110431324564,High,Regular School,WY,2016-2017,82931,18.8
27868.0,0.535993061578491,0.994140625,0.085224128389596,0.263397947548461,High,Regular School,PA,2016-2017,19139,13.7057387057387
31944.0,0.51980198019802,0.847856154910097,0.114561027837259,0.329345088161209,High,Regular School,MI,2016-2017,48225,16.2
45164.0,0.548199152542373,0.478142076502732,0.429242119382964,0.0883777239709443,High,Regular School,WA,2016-2017,98445,21.4468864468864
61062.0,0.535612535612536,0.476864640883978,0.547169811320755,0.104082383229128,High,Regular School,TX,2016-2017,78251,18.8583638583639
53464.0,0.442028985507246,0.220757825370675,0.680793507664563,0.100377992440151,High,Regular School,OH,2016-2017,44241,20.0
43901.0,0.544015825914936,0.403292181069959,0.661375661375661,0.0727611940298507,High,Regular School,TX,2016-2017,76524,21.1782661782662
62158.0,0.852833941000994,0.321212121212121,0.719903206291591,0.0382674516400336,High,Regular School,FL,2016-2017,33172,20.982905982906
74938.0,0.518249780123131,0.118959107806691,0.75120244862265,0.0724310776942356,High,Regular School,NJ,2016-2017,8533,21.2759462759463
36523.0,0.397111913357401,0.383275261324042,0.734432234432234,0.105708245243129,High,Regular School,MO,2016-2017,63561,19.4
31056.0,0.439189189189189,0.944444444444444,0.195979899497487,0.115986099044309,High,Regular School,OH,2016-2017,45416,16.0
32179.0,0.388241525423729,0.424528301886792,0.443765281173594,0.167064439140811,High,Regular School,NC,2016-2017,27239,19.2246642246642
52083.0,0.322274881516588,0.224965706447188,0.547218628719276,0.090728476821192,High,Regular School,PA,2016-2017,17067,20.6166056166056
64130.0,0.541809851088202,0.362445414847162,0.53169014084507,0.0564617314930991,High,Regular School,MI,2016-2017,48192,19.3
111857.0,0.862327909887359,0.104627766599598,0.917412935323383,0.0257628814407204,High,Regular School,TX,2016-2017,79012,20.5677655677656
29577.0,0.395289079229122,0.630555555555556,0.587078651685393,0.086286594761171,High,Regular School,TX,2016-2017,75686,19.6642246642247
78750.0,0.725165562913907,0.177053824362606,0.932914046121593,0.00490196078431373,High,Regular School,OH,2016-2017,45806,24.0
42332.0,0.509462300991289,0.433070866141732,0.765556253928347,0.0707737440410708,High,Regular School,MO,2016-2017,64671,20.7
41437.0,0.517265930936276,0.315151515151515,0.773555027711797,0.0529907667603372,High,Regular School,TX,2016-2017,75468,19.3956043956044
82158.0,0.747128407337562,0.205643853389556,0.765325670498084,0.0613141250878426,High,Regular School,TX,2016-2017,77346,21.1538461538462
43460.0,0.57282552753474,0.316784869976359,0.663133097762073,0.0758980301274623,High,Regular School,MI,2016-2017,49250,19.4
104257.0,0.8159760087241,0.214939759036145,0.918594687232219,0.123135512535703,High,Regular School,TX,2016-2017,75032,22.4725274725275
58453.0,0.600846262341326,0.140932642487047,0.64475079533404,0.100141709966934,High,Regular School,PA,2016-2017,17078,22.4725274725275
22318.0,0.43122035360069,0.419894366197183,0.557251908396947,0.18436754176611,High,Regular School,TN,2016-2017,38464,19.0
47018.0,0.580252283601566,0.427872860635697,0.440071556350626,0.0711796913887506,High,Regular School,OH,2016-2017,45680,22.0
78656.0,0.653,0.106280193236715,0.738072054527751,0.0354541039339485,High,Regular School,WI,2016-2017,53185,23.5
41821.0,0.430560782837787,0.819956616052061,0.561929595827901,0.161380597014925,High,Regular School,LA,2016-2017,70443,15.7
51484.0,0.47973713033954,0.424825174825175,0.50398406374502,0.0734394124847001,High,Regular School,GA,2016-2017,30157,18.8583638583639
86142.0,0.914165666266507,0.0931780366056572,0.791008505467801,0.0691864189622037,High,Regular School,MI,2016-2017,48025,23.2
41000.0,0.405370006548788,0.375757575757576,0.715297450424929,0.0709046454767726,High,Regular School,PA,2016-2017,16748,20.6410256410256
52821.0,0.600771869639794,0.623843782117163,0.706291148500366,0.0665030674846626,High,Regular School,FL,2016-2017,34746,17.3443223443223
50000.0,0.511377245508982,0.276923076923077,0.662007623888183,0.0281312793034159,High,Regular School,IN,2016-2017,46978,20.2063492063492
61186.0,0.667723835081727,0.452496685815289,0.638664323374341,0.0635930047694754,High,Regular School,FL,2016-2017,33534,18.5164835164835
110972.0,0.787824848700605,0.0975889781859931,0.937694704049844,0.0645161290322581,High,Regular School,MO,2016-2017,63105,25.2
47109.0,0.633780991735537,0.461699895068206,0.781285231116122,0.0830903790087464,High,Regular School,NC,2016-2017,28610,19.4688644688645
50091.0,0.62198649951784,0.40586319218241,0.731182795698925,0.0868347338935574,High,Regular School,TN,2016-2017,37804,18.7
18498.0,0.274074074074074,0.580246913580247,0.459888059701493,0.162701458173446,High,Regular School,KY,2016-2017,40965,18.4
37760.0,0.53683241252302,0.414012738853503,0.678571428571429,0.0853658536585366,High,Regular School,TX,2016-2017,75783,19.4688644688645
52409.0,0.400242718446602,0.348623853211009,0.582293523469994,0.130605381165919,High,Regular School,IN,2016-2017,46914,20.7338217338217
56406.0,0.551841535128443,0.306068601583113,0.718005540166205,0.146373918829009,High,Regular School,IL,2016-2017,60152,21.3
61489.0,0.606631762652705,0.10920245398773,0.768025078369906,0.0595975232198142,High,Regular School,MO,2016-2017,64089,22.8
48508.0,0.626171143035603,0.538461538461538,0.665587044534413,0.0868588543616623,High,Regular School,WA,2016-2017,98841,19.5665445665446
49621.0,0.579049091611906,0.190058479532164,0.830665543386689,0.0636626705250103,High,Regular School,WI,2016-2017,53061,22.6
56399.0,0.821134020618557,0.474494706448508,0.809081527347781,0.0881863560732113,High,Regular School,FL,2016-2017,33647,20.6166056166056
33008.0,0.364825581395349,0.906521739130435,0.878342245989305,0.175093632958802,High,Regular School,MI,2016-2017,48212,16.1
29254.0,0.354499415660304,0.847133757961783,0.374742621825669,0.101606805293006,High,Regular School,NY,2016-2017,10459,15.8547008547009
78519.0,0.884155844155844,0.0841938046068308,0.886549707602339,0.0869330453563715,High,Regular School,WI,2016-2017,53005,25.7
99583.0,0.812173913043478,0.0298850574712644,0.739856801909308,0.0206327372764787,High,Regular School,PA,2016-2017,19348,26.1355311355311
48391.0,0.49672131147541,0.426605504587156,0.558978873239437,0.110025706940874,High,Regular School,TX,2016-2017,75765,19.981684981685
47873.0,0.496646942800789,0.425641025641026,0.716240875912409,0.117620949844652,High,Regular School,MI,2016-2017,48768,18.3
37991.0,0.45489338436304,0.825396825396825,0.111842105263158,0.113351877607789,High,Regular School,NY,2016-2017,11212,16.6361416361416
66290.0,0.570223534373682,0.319236016371078,0.648300117233294,0.0930122757318225,High,Regular School,NJ,2016-2017,8021,19.1025641025641
41313.0,0.541776142932212,0.288647342995169,0.392487046632124,0.0252347417840376,High,Regular School,PA,2016-2017,17870,21.7155067155067
91512.0,0.826681049982021,0.223849372384937,0.770281810418446,0.0572472594397077,High,Regular School,MI,2016-2017,49417,21.5
51955.0,0.932944606413994,0.396898334290638,0.633466135458167,0.0763478945297127,High,Regular School,MA,2016-2017,2138,23.2051282051282
58763.0,0.652342738804038,0.56454491374182,0.930122116689281,0.165712650257584,High,Regular School,IL,2016-2017,60453,19.3
62813.0,0.689750692520776,0.133414190418435,0.772769953051643,0.0706551164049811,High,Regular School,OH,2016-2017,44281,23.0
38068.0,0.414197105444521,0.56857855361596,0.574418604651163,0.123420387531592,High,Regular School,NC,2016-2017,27817,19.4932844932845
95625.0,0.817127799736495,0.0928823826350328,0.807774227902023,0.0256172839506173,High,Regular School,OH,2016-2017,44646,24.0
89315.0,0.897687280040221,0.0987341772151899,0.876993166287016,0.076662908680947,High,Regular School,MA,2016-2017,2476,25.2808302808303
28015.0,0.472695584817971,0.670422535211268,0.258130918073281,0.169593345656192,High,Regular School,NY,2016-2017,10463,17.2222222222222
42338.0,0.588394393902139,0.5236664162284,0.278696741854637,0.0413619167717528,High,Regular School,LA,2016-2017,71118,17.0
42692.0,0.45420054200542,0.259574468085106,0.789473684210526,0.038483630097645,High,Regular School,IL,2016-2017,61310,20.7
38314.0,0.427485750474984,0.742982938910292,0.635481635481635,0.0799283154121864,High,Regular School,FL,2016-2017,33614,16.7094017094017
54638.0,0.609632446134347,0.32306477093207,0.657820440429136,0.0757987763426241,High,Regular School,KY,2016-2017,40065,19.9
38684.0,0.473990417522245,0.278145695364238,0.437549096622152,0.0354499415660304,High,Regular School,OH,2016-2017,44691,23.0
41136.0,0.614935822637106,0.38319783197832,0.536054421768707,0.0756906077348066,High,Regular School,TX,2016-2017,75067,20.8852258852259
43478.0,0.530285714285714,0.336507936507937,0.721875,0.048951048951049,High,Regular School,TX,2016-2017,76527,19.3711843711844
37608.0,0.573356807511737,0.606010016694491,0.653465346534653,0.11952744961779,High,Regular School,NC,2016-2017,27577,19.2979242979243
22200.0,0.305947271612508,0.474966170500677,0.398447606727037,0.163248221012976,High,Regular School,TN,2016-2017,37303,18.9
22485.0,0.277186761229314,0.539373814041746,0.421599169262721,0.317321688500728,High,Regular School,FL,2016-2017,33815,20.006105006105
44756.0,0.49375,0.488322717622081,0.71849593495935,0.159980666988884,High,Regular School,LA,2016-2017,71373,20.4
67704.0,0.796812749003984,0.117117117117117,0.821428571428571,0.0608955223880597,High,Regular School,IN,2016-2017,46901,23.0854700854701
12775.0,0.533251231527094,0.894308943089431,0.42483660130719,0.131612903225806,High,Regular School,OH,2016-2017,45662,20.0
112813.0,0.891609283346085,0.0825688073394495,0.933366238894373,0.035263003232442,High,Regular School,OH,2016-2017,43551,24.0
42750.0,0.422759433962264,0.358490566037736,0.73051010587103,0.0363506771204562,High,Regular School,TX,2016-2017,78934,19.5909645909646
65587.0,0.677753544165758,0.121275121275121,0.714909885308575,0.0403272939801286,High,Regular School,OH,2016-2017,45140,24.0
82798.0,0.713086074177747,0.321094312455004,0.760233918128655,0.0842420937840785,High,Regular School,MA,2016-2017,2452,20.7142857142857
32344.0,0.430778934090192,0.52536231884058,0.450261780104712,0.109332292073409,High,Regular School,MO,2016-2017,65441,18.8
46351.0,0.714131315860578,0.687598116169545,0.608323831242873,0.0876838765503317,High,Regular School,MO,2016-2017,63031,16.4
79391.0,0.825693996126533,0.364900662251656,0.862889983579639,0.0540368722186904,High,Regular School,TX,2016-2017,78251,19.6153846153846
28649.0,0.336697909156453,0.957983193277311,0.579500657030223,0.193729903536977,High,Regular School,IL,2016-2017,60617,16.6
50703.0,0.557172557172557,0.831094049904031,0.392529950669486,0.0715883668903803,High,Regular School,MA,2016-2017,2136,17.1001221001221
46753.0,0.595064498037016,0.313218390804598,0.638474295190713,0.0617816091954023,High,Regular School,TN,2016-2017,37763,19.8
53416.0,0.768815677364385,0.474860335195531,0.581545064377682,0.0776699029126214,High,Regular School,MO,2016-2017,63033,18.3
35744.0,0.521990740740741,0.405919661733615,0.462251655629139,0.0804020100502513,High,Regular School,MO,2016-2017,63020,21.3
71157.0,0.733421003193688,0.470229007633588,0.833230389129092,0.0569948186528497,High,Regular School,TX,2016-2017,78572,20.2014652014652
27813.0,0.358649789029536,0.538922155688623,0.492485549132948,0.0793768545994065,High,Regular School,MO,2016-2017,65606,20.3
97361.0,0.778485757121439,0.0439970171513796,0.859496124031008,0.0274588117823265,High,Regular School,NJ,2016-2017,7652,23.0830280830281
50429.0,0.624006058311246,0.475796930342385,0.679692951849267,0.127702161729384,High,Regular School,TX,2016-2017,75104,18.4432234432234
42026.0,0.498178506375228,0.377450980392157,0.645161290322581,0.0732620320855615,High,Regular School,KY,2016-2017,42024,19.1
67972.0,0.779085872576177,0.17687074829932,0.565693430656934,0.0860778443113772,High,Regular School,WI,2016-2017,53191,24.1
35321.0,0.437810945273632,0.018018018018018,0.868131868131868,0.082004555808656,High,Regular School,TX,2016-2017,76250,23.6691086691087
61512.0,0.580635400907716,0.142578125,0.819444444444444,0.0424016282225237,High,Regular School,IN,2016-2017,47633,21.3711843711844
19475.0,0.610725552050473,0.65625,0.137299771167048,0.142857142857143,High,Regular School,LA,2016-2017,70802,20.0
20787.0,0.820816864295125,0.117472434266327,0.714285714285714,0.0885300668151448,High,Regular School,PA,2016-2017,16801,24.2551892551893
54451.0,0.408303249097473,0.223123732251521,0.650329877474081,0.0416364952932657,High,Regular School,PA,2016-2017,17557,21.5934065934066
53450.0,0.685012701100762,0.183566433566434,0.721207307386815,0.0395220588235294,High,Regular School,WI,2016-2017,54669,22.3
45689.0,0.471996170416467,0.343001261034048,0.683962264150943,0.102728731942215,High,Regular School,PA,2016-2017,16830,20.4945054945055
37528.0,0.645779388917659,0.190692395005675,0.605371900826446,0.111178247734139,High,Regular School,MI,2016-2017,49286,20.8
21283.0,0.306084243369735,0.334862385321101,0.607652769845802,0.142532909668634,High,Regular School,TN,2016-2017,37745,21.3
34180.0,0.496565260058881,0.55475763016158,0.534731323722149,0.0999346832135859,High,Regular School,TN,2016-2017,37724,18.6
56714.0,0.588554514060187,0.223684210526316,0.669327251995439,0.0268703898840885,High,Regular School,WI,2016-2017,53588,23.2
66548.0,0.587525150905433,0.42237061769616,0.693721286370597,0.0437530384054448,High,Regular School,TX,2016-2017,79735,18.3943833943834
18554.0,0.579302587176603,0.700251889168766,0.0627118644067797,0.316602316602317,High,Regular School,MI,2016-2017,48214,13.4
44836.0,0.515311510031679,0.990936555891239,0.292307692307692,0.0910724985020971,High,Regular School,NY,2016-2017,10473,15.9279609279609
43688.0,0.589345172031077,0.364508393285372,0.697947214076246,0.0504413619167718,High,Regular School,PA,2016-2017,15748,21.0805860805861
34273.0,0.478367346938776,0.424242424242424,0.478947368421053,0.0708812260536398,High,Regular School,OH,2016-2017,45638,19.0
